Time,Title,Types,Number of reads,Comments,Author
09-17 20:37,汇丰控股(00005)将于9月27日派发2018年度第二次股息每,资讯,4576,0,汇丰控股资讯
09-17 20:10,汇丰控股(00005.HK)将于9月27日派发2018年度第二次股,资讯,4832,1,汇丰控股资讯
09-17 20:03,2018年度第二次股息,公告,3121,0,汇丰控股资讯
09-13 17:10,全日抛空152亿元占大市成交14% 平保占9%,资讯,25359,2,财经评论
09-12 12:09,香港智远：汇丰控股靠稳 博反弹留意汇丰购21182,资讯,7575,1,财经评论
09-06 17:04,截至2018年8月31日止月份之股份發行人的證券變動月報,公告,1827,1,汇丰控股资讯
09-05 09:50,香港智远：汇丰控股触底反弹 可留意其认购证21182,资讯,8339,0,财经评论
09-04 13:18,汇丰连续19个月蝉联现楼按揭冠军 东亚夺楼花冠军,资讯,6844,0,汇丰控股资讯
08-31 09:52,汇丰控股两手共逾121万股市前交易 涉8456万,资讯,7677,0,财经评论
08-28 17:22,汇丰控股2018年度第二次股息每股0.1美元 可选择以股代,资讯,8176,0,汇丰控股资讯
08-28 16:40,2018年度第二次股息; 以股代息,公告,4094,0,汇丰控股资讯
08-28 16:39,2018年中期業績報告(附僱員股份計劃),公告,2916,0,汇丰控股资讯
08-23 17:51,汇丰控股(00005)2018年度第二次股息将于9月27日派发 ,资讯,5169,1,汇丰控股资讯
08-23 17:11,2018年度第二次股息以股代息選擇,公告,3136,0,汇丰控股资讯
08-23 10:30,外资行半年报集中“报喜” 内地业务增速亮眼,资讯,7647,0,财经评论
08-23 06:55,外资行半年报“报喜” 内地业务增速亮眼,资讯,12268,0,财经评论
08-21 18:08,汇丰控股(00005)合计授出17.15万股业绩表现股份及有限,资讯,5661,0,汇丰控股资讯
08-21 17:34,翌日披露報表,公告,1695,0,汇丰控股资讯
08-17 17:29,翌日披露報表,公告,1596,0,汇丰控股资讯
08-17 08:21,本身股份之交易,公告,1286,0,汇丰控股资讯
08-16 16:49,翌日披露報表,公告,1128,0,汇丰控股资讯
08-16 08:17,本身股份之交易,公告,1188,0,汇丰控股资讯
08-15 17:37,翌日披露報表,公告,1011,0,汇丰控股资讯
08-15 16:07,【财富号精选】跌破2691点也没什么 耐得住寂寞才能守,资讯,26897,17,财经评论
08-15 08:19,本身股份之交易,公告,1195,0,汇丰控股资讯
08-14 01:44,上半年外资银行业绩回暖 汇丰、星展营收超预期,资讯,18492,0,财经评论
08-09 08:33,汇丰控股(00005)8月8日回购220万股,资讯,4412,0,汇丰控股资讯
08-09 08:08,本身股份之交易,公告,1238,0,汇丰控股资讯
08-08 18:17,翌日披露報表,公告,1348,0,汇丰控股资讯
08-08 11:00,大摩：降汇控(00005.HK)目标价至87港元 维持“增持”,资讯,6157,0,财经评论
08-08 10:44,大摩：降汇控(00005)目标价8.4% 维持“增持”评级,资讯,5961,0,财经评论
08-08 07:59,本身股份之交易,公告,1173,0,汇丰控股资讯
08-07 17:28,翌日披露報表,公告,1115,0,汇丰控股资讯
08-07 12:05,匯豐確認麥榮恩退任及委任邵偉信為集團財務董事之日期,公告,1468,0,汇丰控股资讯
08-07 11:14,德银：汇控下半年收入需强劲才达标 维持目标75港元,资讯,6417,1,财经评论
08-07 07:50,本身股份之交易,公告,1097,0,汇丰控股资讯
08-06 17:39,翌日披露報表,公告,1110,0,汇丰控股资讯
08-06 16:56,德银：汇控(00005)次季收入逊于预期 关注下半年展望,资讯,5924,0,财经评论
08-06 15:33,汇丰控股第二季增长轻微 净息差按季持平令人失望,资讯,9187,0,财经评论
08-06 14:17,汇丰控股中期税前盈利升30％,资讯,10555,2,财经评论
08-06 13:09,汇丰控股业绩中期列帐基准收入按年4％ 净利息收益升9.,资讯,8501,0,财经评论
08-06 12:19,董事會成員名單及角色與職務,公告,1305,0,汇丰控股资讯
08-06 12:18,委任集團副主席,公告,1175,0,汇丰控股资讯
08-06 12:16,汇丰控股上半年调整后息税前利润121亿美元,资讯,7528,1,财经评论
08-06 12:08,2018年中期業績摘要,公告,2789,0,汇丰控股资讯
08-06 11:24,汇丰控股20亿美元股份回购计划已完成接近九成,资讯,9887,0,财经评论
08-06 10:27,汇丰控股今日放榜 现升逾1%,资讯,7267,0,财经评论
08-06 08:49,港股机会早知道：优质股票已经加速进入合理区间,资讯,17671,0,财经评论
08-06 07:59,本身股份之交易,公告,864,0,汇丰控股资讯
08-03 17:04,翌日披露報表,公告,1153,0,汇丰控股资讯
08-03 11:28,香港智远：汇丰控股急跌近2% 博反弹留意汇丰购24725,资讯,6904,1,财经评论
08-03 08:19,本身股份之交易,公告,1133,0,汇丰控股资讯
08-02 17:59,翌日披露報表,公告,1120,0,汇丰控股资讯
08-02 16:44,截至2018年7月31日止月份之股份發行人的證券變動月報,公告,1348,0,汇丰控股资讯
08-02 08:17,本身股份之交易,公告,1055,0,汇丰控股资讯
08-01 16:53,翌日披露報表,公告,972,0,汇丰控股资讯
08-01 08:16,本身股份之交易,公告,1094,0,汇丰控股资讯
07-31 17:44,翌日披露報表,公告,933,0,汇丰控股资讯
07-31 08:09,本身股份之交易,公告,1004,0,汇丰控股资讯
07-30 16:57,翌日披露報表,公告,1006,0,汇丰控股资讯
07-30 08:04,本身股份之交易,公告,1070,0,汇丰控股资讯
07-27 17:09,豁免嚴格遵守《香港上市規則》附錄十,公告,1105,0,汇丰控股资讯
07-27 16:46,不必担忧开放引致银行业外资化,资讯,14587,2,财经评论
07-27 16:40,翌日披露報表,公告,893,0,汇丰控股资讯
07-27 16:29,高盛：渣打长期股息率或超汇控 加息推动收入增长,资讯,4992,0,渣打集团资讯
07-27 09:58,香港智远：汇丰控股回试5天线反弹 留意汇丰购14934,资讯,7078,0,财经评论
07-27 08:14,本身股份之交易,公告,898,0,汇丰控股资讯
07-26 18:09,翌日披露報表,公告,930,0,汇丰控股资讯
07-26 08:07,本身股份之交易,公告,1474,0,汇丰控股资讯
07-25 17:52,翌日披露報表,公告,939,0,汇丰控股资讯
07-25 16:51,香港智远：汇丰控股带量上涨1.7% 可留意汇丰购19996,资讯,7263,0,财经评论
07-25 16:40,2018年度中期業績及第二次股息,公告,3997,0,汇丰控股资讯
07-25 08:03,本身股份之交易,公告,883,0,汇丰控股资讯
07-24 18:07,翌日披露報表,公告,893,0,汇丰控股资讯
07-24 07:58,本身股份之交易,公告,833,0,汇丰控股资讯
07-23 17:46,翌日披露報表,公告,958,0,汇丰控股资讯
07-23 07:52,本身股份之交易,公告,1064,0,汇丰控股资讯
07-20 16:49,翌日披露報表,公告,767,0,汇丰控股资讯
07-20 07:58,本身股份之交易,公告,1087,0,汇丰控股资讯
07-19 18:18,翌日披露報表,公告,815,0,汇丰控股资讯
07-19 16:10,业绩表现或有转机 汇控一度上涨至1.25%,资讯,4471,0,财经评论
07-19 08:06,本身股份之交易,公告,863,0,汇丰控股资讯
07-18 19:03,翌日披露報表,公告,725,0,汇丰控股资讯
07-18 08:04,本身股份之交易,公告,1079,0,汇丰控股资讯
07-17 17:55,翌日披露報表,公告,890,0,汇丰控股资讯
07-17 08:03,本身股份之交易,公告,896,0,汇丰控股资讯
07-16 17:35,翌日披露報表,公告,752,0,汇丰控股资讯
07-16 07:57,本身股份之交易,公告,907,0,汇丰控股资讯
07-13 16:57,翌日披露報表,公告,803,0,汇丰控股资讯
07-13 08:15,本身股份之交易,公告,831,0,汇丰控股资讯
07-12 17:31,翌日披露報表,公告,778,0,汇丰控股资讯
07-12 08:14,本身股份之交易,公告,1186,0,汇丰控股资讯
07-11 18:14,翌日披露報表,公告,1005,0,汇丰控股资讯
07-11 09:03,上市公司通告摘要一览（１）,资讯,14630,0,财经评论
07-11 08:18,本身股份之交易,公告,1220,0,汇丰控股资讯
07-10 18:14,翌日披露報表,公告,896,0,汇丰控股资讯
07-10 08:14,本身股份之交易,公告,840,0,汇丰控股资讯
07-09 16:38,翌日披露報表,公告,1031,0,汇丰控股资讯
07-09 09:26,“现金奶牛”凸显防御优势 基金青睐港股高股息公司,资讯,20502,1,财经评论
07-09 08:32,本身股份之交易,公告,734,0,汇丰控股资讯
07-06 17:21,翌日披露報表,公告,886,0,汇丰控股资讯
07-06 14:07,亚洲市场净息差前景正面 汇控反转上行助力恒指反弹,资讯,3211,1,财经评论
07-06 08:10,本身股份之交易,公告,905,0,汇丰控股资讯
07-05 16:36,翌日披露報表,公告,754,0,汇丰控股资讯
07-05 08:12,本身股份之交易,公告,885,0,汇丰控股资讯
07-04 16:51,翌日披露報表,公告,617,0,汇丰控股资讯
07-04 08:14,本身股份之交易,公告,845,0,汇丰控股资讯
07-03 17:38,翌日披露報表,公告,785,0,汇丰控股资讯
07-03 16:57,截至2018年6月30日止月份之股份發行人的證券變動月報,公告,777,0,汇丰控股资讯
07-03 08:23,翌日披露報表,公告,753,0,汇丰控股资讯
07-03 08:23,本身股份之交易,公告,651,0,汇丰控股资讯
07-03 08:05,本身股份之交易,公告,582,0,汇丰控股资讯
06-29 17:35,汇丰控股(00005)6月28日耗资3.18亿港元回购437万股,资讯,1436,0,汇丰控股资讯
06-29 17:18,翌日披露報表,公告,927,0,汇丰控股资讯
06-29 08:48,汇丰控股(00005.HK)6月28日于伦交所回购436.8万股,资讯,843,0,汇丰控股资讯
06-29 08:47,汇丰控股(00005)6月28日回购436.8万股,资讯,968,0,汇丰控股资讯
06-29 08:18,本身股份之交易,公告,737,0,汇丰控股资讯
06-28 17:00,汇丰控股(00005)6月27日耗资3.74亿港元回购509.89万股,资讯,2047,0,汇丰控股资讯
06-28 16:46,翌日披露報表,公告,918,0,汇丰控股资讯
06-28 10:49,汇控（00005）昨日伦敦回购510万股 涉3604万英镑,资讯,1469,0,汇丰控股资讯
06-28 09:41,汇丰控股(00005)回购509.88万股,资讯,1371,0,汇丰控股资讯
06-28 08:46,汇丰控股6月27日于伦交所回购509.89万股,资讯,3600,0,财经评论
06-28 08:28,本身股份之交易,公告,764,0,汇丰控股资讯
06-27 17:28,汇丰控股(00005)6月26日耗资2.58亿港元回购352万股,资讯,1756,0,汇丰控股资讯
06-27 17:05,翌日披露報表,公告,854,0,汇丰控股资讯
06-27 16:55,汇丰控股(00005.HK)将于7月5日派发2018年度第一次股息,资讯,2669,0,汇丰控股资讯
06-27 16:46,汇丰控股(00005)将派发2018年度第一次股息每股0.1美元,资讯,2383,0,汇丰控股资讯
06-27 16:35,2018年度第一次股息,公告,1917,0,汇丰控股资讯
06-27 13:49,全球汇市操纵定罪第一人交保获释 上诉期间获准返英,资讯,6053,0,财经评论
06-27 09:19,汇控昨日伦敦回购352万股 涉2487万英镑,资讯,1350,1,汇丰控股资讯
06-27 08:57,汇丰控股(00005.HK)6月26日于伦交所回购352.26万股,资讯,1417,0,汇丰控股资讯
06-27 08:42,汇丰控股(00005)回购352.26万股,资讯,3949,0,财经评论
06-27 08:18,本身股份之交易,公告,915,0,汇丰控股资讯
06-26 17:36,汇丰控股6月25日斥2.876亿港元回购391.7万股,资讯,1152,0,汇丰控股资讯
06-26 17:24,翌日披露報表,公告,624,0,汇丰控股资讯
06-26 11:21,汇丰控股6月25日于伦交所回购391.7万股,资讯,1439,0,汇丰控股资讯
06-26 08:33,汇丰控股(00005)回购391.69万股,资讯,1855,0,汇丰控股资讯
06-26 08:03,本身股份之交易,公告,957,0,汇丰控股资讯
06-25 20:27,汇丰控股(00005)将于7月5日派发2018年度第一次股息每,资讯,3634,4,汇丰控股资讯
06-25 20:11,汇丰控股(00005.HK)将于7月5日派发18年度第一次股息 ,资讯,1566,0,汇丰控股资讯
06-25 20:03,2018年度第一次股息,公告,2119,0,汇丰控股资讯
06-25 19:57,邵伟信获任汇丰控股(00005)执行董事及集团财务董事,资讯,2371,0,汇丰控股资讯
06-25 19:34,邵伟信接替麦荣恩担任汇丰控股(00005.HK)执行及财务董,资讯,2641,1,汇丰控股资讯
06-25 19:24,匯豐宣布麥榮恩退任邵偉信將接任集團財務董事,公告,875,0,汇丰控股资讯
06-25 17:50,汇丰控股6月22日斥2.269亿港元回购302.82万股,资讯,1927,0,汇丰控股资讯
06-25 17:07,翌日披露報表,公告,651,0,汇丰控股资讯
06-25 13:26,汇丰控股(00005.HK)6月22日于伦交所回购302.82万股,资讯,2491,1,汇丰控股资讯
06-25 11:25,汇丰控股回购302.8万股,资讯,1575,0,汇丰控股资讯
06-25 11:05,汇控上周五回购303万股 涉资2175万英镑,资讯,2032,0,汇丰控股资讯
06-25 08:04,本身股份之交易,公告,787,0,汇丰控股资讯
06-22 17:47,汇丰控股(00005)6月21日耗资2.82亿港元回购383万股,资讯,2733,1,汇丰控股资讯
06-22 17:06,翌日披露報表,公告,868,0,汇丰控股资讯
06-22 16:34,我国银行业扩大开放会外资化吗？,资讯,14301,7,财经评论
06-22 14:04,汇丰控股(00005.HK)6月21日于伦交所回购383.25万股,资讯,1278,0,汇丰控股资讯
06-22 08:56,汇丰控股回购383.25万股,资讯,2219,0,汇丰控股资讯
06-22 08:09,本身股份之交易,公告,835,0,汇丰控股资讯
06-21 18:07,汇丰控股6月20日耗资1.74亿港元回购230.12万股,资讯,1117,0,汇丰控股资讯
06-21 16:40,翌日披露報表,公告,674,0,汇丰控股资讯
06-21 10:04,汇控昨日伦敦回购逾230万股 涉资1682万英镑,资讯,1225,0,汇丰控股资讯
06-21 08:33,汇丰控股(00005)回购230.1万股,资讯,1633,0,汇丰控股资讯
06-21 08:28,汇丰控股(00005.HK)6月20日于伦交所回购230.12万股,资讯,2052,0,汇丰控股资讯
06-21 08:05,本身股份之交易,公告,933,0,汇丰控股资讯
06-20 17:43,汇丰控股(00005)6月19日耗资3.05亿港元回购409万股,资讯,6786,1,汇丰控股资讯
06-20 17:34,翌日披露報表,公告,772,0,汇丰控股资讯
06-20 09:25,汇丰控股(00005.HK)6月19日于伦交所回购409.46万股,资讯,1514,0,汇丰控股资讯
06-20 08:57,汇丰控股回购409.46万股,资讯,1435,0,汇丰控股资讯
06-20 08:10,本身股份之交易,公告,965,0,汇丰控股资讯
06-19 17:33,汇丰控股(00005)6月18日耗资1.55亿港元回购206.48万股,资讯,7201,0,汇丰控股资讯
06-19 17:17,翌日披露報表,公告,688,0,汇丰控股资讯
06-19 08:52,汇丰控股6月18日回购约206.48万股,资讯,2181,1,汇丰控股资讯
06-19 08:42,汇丰控股(00005.HK)因行使优先认股计划折让29.37%发行,资讯,2359,0,汇丰控股资讯
06-19 08:25,汇丰控股(00005)6月15日耗资约2.81亿港元回购369.22万,资讯,1869,0,汇丰控股资讯
06-19 08:09,汇丰控股6月15日于伦交所回购369.22万股,资讯,4136,0,财经评论
06-19 08:08,本身股份之交易,公告,822,0,汇丰控股资讯
06-19 08:04,本身股份之交易,公告,606,0,汇丰控股资讯
06-19 08:02,翌日披露報表,公告,582,0,汇丰控股资讯
06-18 10:22,汇丰控股维持中性评级，目标价78元,研报,3395,0,汇丰控股资讯
06-15 20:32,6月14日汇丰控股（00005.HK）回购2.66亿港,资讯,1922,0,汇丰控股资讯
06-15 19:05,美银美林：重申汇丰控股(00005)“买入”评,资讯,6873,0,汇丰控股资讯
06-15 18:02,汇丰控股(00005)6月15日耗资2.66亿港元回购,资讯,1483,0,汇丰控股资讯
06-15 17:39,翌日披露報表,公告,895,0,汇丰控股资讯
06-15 16:29,美银美林：升汇控(00005.HK)未来每股盈利增,资讯,1369,0,汇丰控股资讯
06-15 14:59,汇丰控股6月14日于伦交所回购343.67万股,资讯,1747,0,汇丰控股资讯
06-15 13:20,汇控总裁范宁在港主持环球领导层会议 400名,资讯,1539,0,汇丰控股资讯
06-15 09:12,汇丰控股回购343.6万股,资讯,3000,1,汇丰控股资讯
06-15 08:06,本身股份之交易,公告,947,0,汇丰控股资讯
06-14 17:41,汇丰控股6月13日耗资1.49亿港元回购193.87,资讯,1186,0,汇丰控股资讯
06-14 16:43,翌日披露報表,公告,873,0,汇丰控股资讯
06-14 09:06,汇丰控股6月13日于伦交所回购193.87万股,资讯,1672,0,汇丰控股资讯
06-14 09:05,汇丰控股6月13日回购193.87万股,资讯,2447,0,汇丰控股资讯
06-14 08:05,本身股份之交易,公告,845,0,汇丰控股资讯
06-13 17:37,汇丰控股(00005)6月12日耗资1.34亿港元回购,资讯,1598,0,汇丰控股资讯
06-13 16:40,翌日披露報表,公告,898,0,汇丰控股资讯
06-13 16:26,Strategic evolution,研报,1713,0,汇丰控股资讯
06-13 16:04,盈利预计表现良好，维持“收集”,研报,1857,0,汇丰控股资讯
06-13 08:34,汇丰控股(00005)回购174.2万股,资讯,2046,0,汇丰控股资讯
06-13 08:22,汇丰控股(00005.HK)6月12日于伦交所回购174,资讯,1797,0,汇丰控股资讯
06-13 08:10,本身股份之交易,公告,703,0,汇丰控股资讯
06-12 17:40,汇丰控股6月11日耗资3.17亿港元回购415.62,资讯,1320,0,汇丰控股资讯
06-12 17:04,翌日披露報表,公告,571,0,汇丰控股资讯
06-12 14:40,汇丰控股(00005)回购415.6万股,资讯,6820,0,汇丰控股资讯
06-12 14:07,里昂：汇控(00005.HK)着重增长及回报 维持,资讯,6658,2,汇丰控股资讯
06-12 14:03,摩通：汇控聚焦增长及投资而非资本回报 维,资讯,1505,1,汇丰控股资讯
06-12 13:52,里昂：重申汇丰控股(00005)“买入”评级 目,资讯,1364,0,汇丰控股资讯
06-12 10:57,大摩：维持汇控(00005)“增持”评级 目标价,资讯,1677,0,汇丰控股资讯
06-12 08:19,汇丰控股(00005.HK)于伦交所回购415.62万股,资讯,1643,0,汇丰控股资讯
06-12 07:58,本身股份之交易,公告,730,0,汇丰控股资讯
06-11 22:20,汇控(00005)：目标2020年有形股本回报率逾1,资讯,2822,1,汇丰控股资讯
06-11 17:33,汇丰控股(00005)6月8日耗资1.56亿港元回购2,资讯,886,0,汇丰控股资讯
06-11 17:20,翌日披露報表,公告,601,0,汇丰控股资讯
06-11 17:02,汇丰(00005.HK)举行简报会：2020年前达致11,资讯,10979,0,汇丰控股资讯
06-11 16:57,汇控：维持现时派息水平 并于适当情况下回,资讯,2205,0,汇丰控股资讯
06-11 16:35,匯豐策略簡報會,公告,885,0,汇丰控股资讯
06-11 08:21,本身股份之交易,公告,1083,0,汇丰控股资讯
06-11 04:53,美银美林预测汇控派息自2020年起开始增长,资讯,14082,0,汇丰控股资讯
06-08 18:47,汇丰控股(00005)6月7日斥2.136亿港元回购27,资讯,1519,0,汇丰控股资讯
06-08 18:28,翌日披露報表,公告,888,0,汇丰控股资讯
06-08 16:05,汇丰控股(00005.HK)6月7日于伦交所回购276.,资讯,1524,0,汇丰控股资讯
06-08 10:18,本身股份之交易,公告,899,0,汇丰控股资讯
06-07 18:09,汇丰控股(00005)6月6日耗资2.32亿港元回购3,资讯,1534,0,汇丰控股资讯
06-07 18:05,美银美林：重申汇控(00005)“买入”评级,资讯,2671,0,汇丰控股资讯
06-07 17:52,翌日披露報表,公告,727,0,汇丰控股资讯
06-07 15:29,美银美林：料汇控(00005.HK)上调一级资本充,资讯,1761,0,汇丰控股资讯
06-07 08:58,汇丰控股回购303.41万股,资讯,1423,0,汇丰控股资讯
06-07 08:46,汇丰控股(00005.HK)6月6日于伦交所回购303.,资讯,1360,0,汇丰控股资讯
06-07 08:07,本身股份之交易,公告,1230,1,汇丰控股资讯
06-06 17:54,汇丰控股(00005.HK)6月5日于伦交所回购248.72万股,资讯,1487,1,汇丰控股资讯
06-06 16:53,汇丰控股(00005)6月5日耗资1.9亿港元回购248.7万股,资讯,4645,0,汇丰控股资讯
06-06 16:43,翌日披露報表,公告,693,0,汇丰控股资讯
06-06 09:04,汇丰控股(00005)6月5日回购248.72万股,资讯,2303,1,汇丰控股资讯
06-06 08:14,本身股份之交易,公告,799,0,汇丰控股资讯
06-05 19:39,汇丰控股(00005)6月4日耗资1.75亿港元回购228.07万股,资讯,4530,0,汇丰控股资讯
06-05 19:38,汇丰控股(00005)6月4日耗资1.75亿港元回购228.07万股,资讯,1191,0,汇丰控股资讯
06-05 19:26,翌日披露報表,公告,766,0,汇丰控股资讯
06-05 15:51,大摩：予汇控(00005.HK)“增持”评级 目标价95港元,资讯,1230,0,汇丰控股资讯
06-05 09:03,汇丰控股6月4日于伦交所回购228.07万股,资讯,971,1,汇丰控股资讯
06-05 08:56,汇丰控股6月4日回购228.07万股普通股,资讯,909,0,汇丰控股资讯
06-05 08:19,本身股份之交易,公告,705,0,汇丰控股资讯
06-04 17:45,汇丰控股(00005)6月1日斥1.9亿港元回购250.55万股,资讯,1012,0,汇丰控股资讯
06-04 17:12,翌日披露報表,公告,750,0,汇丰控股资讯
06-04 16:46,截至2018年5月31日止月份之股份發行人的證券變動月報,公告,472,0,汇丰控股资讯
06-04 15:32,汇丰控股6月1日于伦交所回购250.55万股,资讯,1227,0,汇丰控股资讯
06-04 13:25,汇丰控股上调目标价至95港元，维持增持评级,研报,2407,0,汇丰控股资讯
06-04 09:26,汇丰控股6月1日回购250.55万股,资讯,1043,0,汇丰控股资讯
06-04 08:19,本身股份之交易,公告,803,0,汇丰控股资讯
06-01 17:39,翌日披露報表,公告,727,0,汇丰控股资讯
06-01 15:10,瑞银：汇丰控股(00005)首季经调整盈利高于,资讯,1708,1,汇丰控股资讯
06-01 14:49,瑞银：汇控(00005.HK)首季经调整盈利高于预,资讯,967,0,汇丰控股资讯
06-01 13:25,汇丰控股首季经调整盈利高于预期，评级中性,研报,1687,0,汇丰控股资讯
06-01 13:22,汇丰控股首季成本控制逊预期，评级中性,研报,863,0,汇丰控股资讯
06-01 12:15,汇丰控股5月共回购近4000万股 耗资30.8亿港,资讯,2097,0,汇丰控股资讯
06-01 08:59,汇丰控股回购385.24万股,资讯,994,0,汇丰控股资讯
06-01 08:28,汇丰控股(00005.HK)5月31日于伦交所回购385,资讯,5028,0,汇丰控股资讯
06-01 08:12,本身股份之交易,公告,725,0,汇丰控股资讯
05-31 17:55,汇丰控股5月30日耗资2.67亿港元回购355.9万,资讯,1165,0,汇丰控股资讯
05-31 17:34,翌日披露報表,公告,590,0,汇丰控股资讯
05-31 09:27,汇丰控股5月30日回购355.91万股,资讯,908,0,汇丰控股资讯
05-31 08:24,汇丰控股(00005.HK)5月30日于伦交所回购355,资讯,1447,0,汇丰控股资讯
05-31 08:09,本身股份之交易,公告,606,0,汇丰控股资讯
05-30 19:05,汇丰控股(00005)5月29日耗资3.31亿港元回购,资讯,1537,0,汇丰控股资讯
05-30 18:20,翌日披露報表,公告,587,0,汇丰控股资讯
05-30 16:34,2018年度第一次股息; 以股代息,公告,2274,0,汇丰控股资讯
05-30 08:32,汇丰控股(00005)回购439.15万股,资讯,1526,0,汇丰控股资讯
05-30 08:31,汇丰控股(00005.HK)5月29日于伦交所回购439,资讯,1043,0,汇丰控股资讯
05-30 08:18,本身股份之交易,公告,935,0,汇丰控股资讯
05-29 09:25,汇控四手共130万股市前交易 涉约1亿元,资讯,1921,0,汇丰控股资讯
05-28 18:04,汇丰控股(00005)5月25日耗资1.74亿港元回购,资讯,1040,0,汇丰控股资讯
05-28 17:59,汇丰控股(00005.HK)5月25日耗资1.74亿港元,资讯,1112,0,汇丰控股资讯
05-28 17:58,翌日披露報表,公告,455,0,汇丰控股资讯
05-28 17:58,翌日披露報表,公告,598,0,汇丰控股资讯
05-28 14:13,汇丰控股5月25日于伦交所回购227.02万股,资讯,936,0,汇丰控股资讯
05-28 09:09,汇丰控股(00005)5月25日回购227.02万股,资讯,1111,0,汇丰控股资讯
05-28 08:56,本身股份之交易,公告,680,0,汇丰控股资讯
05-25 17:25,翌日披露報表,公告,724,0,汇丰控股资讯
05-25 08:43,汇丰控股(00005.HK)5月24日于伦交所回购252,资讯,1323,0,汇丰控股资讯
05-25 08:40,汇丰控股(00005)回购252.68万股,资讯,1385,0,汇丰控股资讯
05-25 08:25,本身股份之交易,公告,665,0,汇丰控股资讯
05-24 19:45,翌日披露報表,公告,543,0,汇丰控股资讯
05-24 17:40,汇丰控股(00005.HK)注销138.77万股回购股份,资讯,1067,0,汇丰控股资讯
05-24 17:36,汇丰控股(00005)2018年第一次股息以股代息,资讯,6202,0,汇丰控股资讯
05-24 17:35,汇丰控股(00005)5月23日耗资2.24亿港元回购,资讯,1010,0,汇丰控股资讯
05-24 17:29,汇丰控股(00005.HK)可选择以股代息  每股新,资讯,3967,0,汇丰控股资讯
05-24 17:26,2018年度第一次股息以股代息選擇,公告,1039,0,汇丰控股资讯
05-24 14:49,汇控昨日回购逾288万股 涉资约2139万英镑,资讯,1554,0,汇丰控股资讯
05-24 08:53,汇丰控股5月23日回购288.17万股,资讯,1257,0,汇丰控股资讯
05-24 08:22,本身股份之交易,公告,587,0,汇丰控股资讯
05-23 17:25,汇丰控股5月22日斥2.1亿港元回购266.16万股,资讯,1104,0,汇丰控股资讯
05-23 17:19,翌日披露報表,公告,425,0,汇丰控股资讯
05-23 14:51,大摩：升汇控(00005.HK)目标价至95港元 评,资讯,1762,0,汇丰控股资讯
05-23 10:18,汇丰控股因认股计划而折让29.20%发行1387股,资讯,1300,0,汇丰控股资讯
05-23 09:15,翌日披露報表,公告,498,0,汇丰控股资讯
05-23 08:58,汇控过去两日回购近405万股 涉资约3012万英,资讯,1027,0,汇丰控股资讯
05-23 08:45,汇丰控股(00005)回购266.15万股,资讯,1057,0,汇丰控股资讯
05-23 08:44,本身股份之交易,公告,514,0,汇丰控股资讯
05-23 08:41,汇丰控股(00005)5月21日回购138.77万股以作,资讯,873,0,汇丰控股资讯
05-23 08:36,汇丰控股(00005.HK)5月22日于伦交所回购266,资讯,869,0,汇丰控股资讯
05-23 08:35,汇丰控股(00005.HK)5月21日于伦交所回购138,资讯,920,0,汇丰控股资讯
05-23 08:18,本身股份之交易,公告,546,0,汇丰控股资讯
05-21 17:32,汇丰控股(00005)5月18日斥2.054亿港元回购2,资讯,1586,0,汇丰控股资讯
05-21 17:08,翌日披露報表,公告,1106,0,汇丰控股资讯
05-21 08:43,汇丰控股(00005.HK)5月18日于伦交所回购264,资讯,1186,0,汇丰控股资讯
05-21 08:32,汇丰控股(00005)5月18日回购264.6万股,资讯,1146,0,汇丰控股资讯
05-21 08:19,本身股份之交易,公告,911,0,汇丰控股资讯
05-18 17:04,汇丰控股5月17日耗资2.21亿港元回购286.81,资讯,1361,0,汇丰控股资讯
05-18 16:45,汇丰控股耗资2.21亿港元回购286.81万股,资讯,1014,0,汇丰控股资讯
05-18 16:35,翌日披露報表,公告,769,0,汇丰控股资讯
05-18 14:13,汇丰控股(00005.HK)于5月17日回购286.81万股,资讯,1506,0,汇丰控股资讯
05-18 09:33,汇丰控股5月17日回购286.81万股以作注销,资讯,1236,0,汇丰控股资讯
05-18 09:01,汇控昨日回购近287万股 涉资2086万英镑,资讯,1310,0,汇丰控股资讯
05-18 08:10,本身股份之交易,公告,903,0,汇丰控股资讯
05-17 18:10,汇丰控股(00005)5月16日斥1.379亿港元回购176.76万股,资讯,1146,0,汇丰控股资讯
05-17 18:09,汇丰控股(00005.HK)5月16日耗资1.38亿港元回购176.76,资讯,1219,0,汇丰控股资讯
05-17 17:56,翌日披露報表,公告,596,0,汇丰控股资讯
05-17 15:16,汇丰控股(00005.HK)于5月16日回购176.76万股,资讯,816,0,汇丰控股资讯
05-17 09:10,汇控昨日回购近177万股 涉资1304万英镑,资讯,1345,0,汇丰控股资讯
05-17 08:44,汇丰控股回购176.75万股,资讯,1086,0,汇丰控股资讯
05-17 08:14,本身股份之交易,公告,878,0,汇丰控股资讯
05-16 17:25,汇丰控股5月15日斥1.82亿港元回购231.8万股,资讯,1299,0,汇丰控股资讯
05-16 17:23,汇丰控股(00005.HK)耗资1.82亿港元回购231.82万股,资讯,1244,0,汇丰控股资讯
05-16 17:22,汇丰控股(00005.HK)耗资1.82亿港元回购231.82万股,资讯,912,0,汇丰控股资讯
05-16 17:15,翌日披露報表,公告,655,0,汇丰控股资讯
